Song_id,title,Singer_en,Singer_si,Genre_en,Genre_si,Lyricist_en,Lyricist_si,Composer_en,Composer_si,song_lyrics,Metaphor,Source domain,Target domain,Meaning
112,Hiru hinahena – හිරු හිනැහෙන,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Sunil Ariyarathna,සුනිල් ආරියරත්න,Rohana Weerasingha,රෝහණ වීරසිංහ,"හිරු හිනැහෙන ඝණ නිල්වන් අහසේ
පහනකි මා හිරු එලියෙහි නොදිලෙන
පහන ඔබය ඔබමය මා පැතුමද
හිරු නොව සැඩ කිරණින් මා වෙහෙසන 
සඳ දිදුලන පුර පෝදා අහසේ
තරුවකි මා සඳ එලියෙහි නොදිලෙන
තරුව ඔබය ඔබමය මා පැතුමද
සඳ නොව කල එලියෙන් දුර බබලන
උඩවැඩියා සුපිපෙන වන උයනේ
කුසුමකි මා තණ බිම මත සැඟවුණ
කුසුම ඔබය ඔබමය මා පැතුමද
උඩවැඩියා මල නොව නෙත පිනවන
",පහනකි මා,මම ,පහන,මම පහනක්
112,Hiru hinahena – හිරු හිනැහෙන,Bandara Athauda,බන්ද්‍රා තෝරා,Duets,යුගල,Sunil Ariyarathna,සුනිල් ආරියරත්න,Rohana Weerasingha,රෝහණ වීරසිංහ,"හිරු හිනැහෙන ඝණ නිල්වන් අහසේ
පහනකි මා හිරු එලියෙහි නොදිලෙන
පහන ඔබය ඔබමය මා පැතුමද
හිරු නොව සැඩ කිරණින් මා වෙහෙසන 
සඳ දිදුලන පුර පෝදා අහසේ
තරුවකි මා සඳ එලියෙහි නොදිලෙන
තරුව ඔබය ඔබමය මා පැතුමද
සඳ නොව කල එලියෙන් දුර බබලන
උඩවැඩියා සුපිපෙන වන උයනේ
කුසුමකි මා තණ බිම මත සැඟවුණ
කුසුම ඔබය ඔබමය මා පැතුමද
උඩවැඩියා මල නොව නෙත පිනවන
",පහන ඔබය,ඔබ ,පහන,ඔබ පහනක්
113,Dura Atha Wuwada (Gajaman Nona) – දුර ඈත වුවද,Karunaratna Divulgane,කරුණාරත්න දිවුල්ගනේ,Classics,සම්භාව්ය,Yamuna Malani Perera,පිරිමි මාලනී පෙරේරා,Rohana Weerasingha,රෝහණ වීරසිංහ," 
      
      
        
       
      


     
දුර ඈත වුවද ගතිනා
                 
ලඟ පාත නොවෙද සිතිනා
             
ඇලපාත මුදලි මං
                         
මද හාස නගන් ගජමන් නෝනා

 
                      
පුන්සඳ ලෙද කළුවර යහනේ
                     
පුන්සිසිවත කඳුළින් තෙමුනේ
                  
තහනම් ද සතුට ලදුනේ
     
මේ දුකද සැපයි  නුඹෙ හිතට කැපයි
                        
මද හාස නගන් ගජමන් නෝනා
   

 
                      
රන් රස සේ ගැලපෙන සේමා
                      
දුන් රස කව් රස විද බෝමා
                       
නොබැදෙම් ද පෙමින් කෝමා
     
අමනාප කිමැයි  උදහාස කිමැයි
                        
මද හාස නගන් ගජමන් නෝනා
   
",පුන්සිසිවත,මුහුණ,පිරුණු සද,පිරුණු සද වැනි මුහුණ 
114,Galana Gangaki – ගලන ගඟකි,Nanda Malani,නන්දා මාලනී,Classics,සම්භාව්ය,Chandrarathna Manawasingha,චන්ද්‍රරත්න මානවසිංහ,Pandith Amaradewa,පණ්ඩිත් අමරදේව,"
  —— ——— 
                


	 	     
ගලන ගඟකි ජීවිතේ දයාලූ ලෝකයේ
             
මිහිර පතා ආදරේ 
          
මිහිර පතා ආදරේ
         
ලපළු නටයි ගංතෙරේ

 
        

  
    	  
වැලිතල කිති කවන නටන 
        	 
පෙම් රළ වැළ ඉවුරු බඳින
       
මිහිතලයට සුවය දැනෙන
        	 
උකුළු තලය බඳු නැලැවෙන

 
             
               

  

පෙමට පෙම පුදා
     
තුඩට තුඩු දිදී
          
කුරුළු ගී නගයි
         
ආදරේබැදීලා
               

",ගලන ගඟකි ජීවිතේ,ජීවිතය,ගලන ගඟ,ජීවිතය ගඟක් මෙන් ගලයි 
115,Gamata Kalin Hiru – ගමට කලින් හිරු,Karunaratna Divulgane,කරුණාරත්න දිවුල්ගනේ,Classics,සම්භාව්ය,Sunil Dayananda Konara,සුනිල් දයානන්ද කෝනාර,Sunil Dayananda Konara,සුනිල් දයානන්ද කෝනාර,"
       
        
        
       


               
ගමට කලින් හිරු මුළුතැන්ගෙට වඩනා
                          
ඒ හිරු එළියේ නැණ මල් පොඩි පිපුණා
                 
ඒ මල් සුවඳේ අද ලොව්තුරු සුව විඳිනා
                           
කලා වැවේ නිල් දියවර අපෙ අම්මා


     
      
        

 
                 
රෑ කළුවර අරගෙන දරුවන් එනතුරු
              
සිත නෑ නිවන් දකින්නේ
                            
රෑ කළුවර ඇවිදින් ඉකිබිඳ හැඬුවත්
               
නෙත නෑ නිදි විඳගන්නේ
                     
හෙට අරුණට සැරසෙන තව දවසක් ගැන
           
නින්දේ හීන දකින්නේ
                  
මහමායාවනි කවදාදෝ ඔය නෙත්
                
දරු සෙනෙහසින් මිදින්නේ
   

 

වෙල් දෙනිවල ඇවිදින දෙපා රිදෙන විට

විහඟ ගීත බණ පද වේවා

බෝ මලුවක ඇවිලෙන පහන් වැටක් සේ

තුන් සිත නිවී සැදේවා

මතු උපදින සසරේ විශාඛාව වී 

මෙත් මඟ නෙත් හමුවේවා

ඇත් රැජිනියනේ ඔබෙ නැළවිලි ගීතය

ලොවම නිවන කවියක් වේවා
   

",කලා වැවේ නිල් දියවර අපෙ අම්මා,අපේ අම්මා,කලා වැවේ නිල් දියවර,නිමක් නොමැති ආදරයක් තියෙන අපේ අම්මා
116,Hiruta Horen – හිරුට හොරෙන්,T.M.Jayarathna,ටී එම් ජයරත්න,Old Pops,පැරණි පොප්,Kularathna Ariyawansa,කුලරත්න ආරියවංශ,Rohana Weerasingha,රෝහණ වීරසිංහ,"  
        
               
           



          
හිරුට හොරෙන් සඳුට හොරෙන් 
     
තරු මල් උයනේ 
                
ලොවට හොරෙන් සැදූ ලොවයි 
   
අපේ ආදරේ

 

ඔබේ නුවන් තරු එලියෙන් 
               
ඒ ලෝකයේ සිරි නරඹන්නම් 
         
 තවත් කුමටදෝ එළියක් 
       
මගේ ලෝකයේ 

 

ඔබේ වදන් අමසරයෙන් 
               
ඒ ලෝකයේ නද රැව්දේ නම් 
        
 තවත් කුමටදෝ මිහිරක් 
        
 අපේ ලෝකයේ 

",තරු මල් උයනේ,තරු,මල් උයනක්,තරු මල් උයනක් වැනිය 
116,Hiruta Horen – හිරුට හොරෙන්,T.M.Jayarathna,ටී එම් ජයරත්න,Old Pops,පැරණි පොප්,Kularathna Ariyawansa,කුලරත්න ආරියවංශ,Rohana Weerasingha,රෝහණ වීරසිංහ,"  
        
               
           



          
හිරුට හොරෙන් සඳුට හොරෙන් 
     
තරු මල් උයනේ 
                
ලොවට හොරෙන් සැදූ ලොවයි 
   
අපේ ආදරේ

 

ඔබේ නුවන් තරු එලියෙන් 
               
ඒ ලෝකයේ සිරි නරඹන්නම් 
         
 තවත් කුමටදෝ එළියක් 
       
මගේ ලෝකයේ 

 

ඔබේ වදන් අමසරයෙන් 
               
ඒ ලෝකයේ නද රැව්දේ නම් 
        
 තවත් කුමටදෝ මිහිරක් 
        
 අපේ ලෝකයේ 

",නුවන් තරු එලියෙන්,ඇස්,තරු  එලිය,ඇස්   තරු  එලියක් මෙන් දිලිසෙයි 
117,Hise Gini Awilethe – හිසේ ගිනි ඇවිලෙතේ,Sunil Edirisinghe,සුනිල් එදිරිසිංහ,Classics,සම්භාව්ය,Premakeerthi De Alwis,ප්‍රේමකීර්ති ද අල්විස්,Victor Rathnayaka,වික්ටර් රත්නායක,"                   
       
       
        
       
        


                           
 හිසේ ගිනි ඇවිලෙතේ පසේ බුදුවරු නැතේ
                                   
 ඇසේ තෙත ඇත හිතේ පිසින්නේ කවුරුදෝ

 				
        
        
       
        
        

 

කඳුළු දනව්වේ උල්පතින්
             
හඬන හැඬුම් ගංගා ගලා
              
ඒ ඉවුරේ මෙසේ
     
ඒ ඉවුරේ මෙසේ
             
 ලොවේ අය දිව යතේ
   

 

යුගෙන් යුගේ අත් වැල් බැඳී
            
යදම් වැලක් විලසින් ඇදී
               
නෑ නිවුණේ සදා
      
නෑ නිවුණේ සදා
             
මිනිස් කම මෙදියතේ
   
",කඳුළු දනව්වේ උල්පතින් ,කදුළු,උල්පතක්,කදුළු ගලන ජනපදයක් 
118,Ipadee Lowe – ඉපදී ලොවේ,Greshan Ananda,gration ananda,Group Songs,කණ්ඩායම් ගීත,Hemasiri Halpita,හේමසිරි හල්පිට,Sarath De Alwis,සාරා ද අල්විස්,"
 
 
          
           


 	                           
ඉපදී ලොවේ නවාතැන් පළේ 
           
මිනිසා රඟයි රංගනේ
 	                            
භවයෙන් භවේ විරාමේ අපේ 
          
කාලේ ටිකයි ජීවිතේ
         
සිනහා කඳුළූ එනවා යනවා

 
   
         
                    
              

  
		       
මේ සිහින ගමනේ නැවතී ඉන්නා 
   	     
අම්බලමයි මාවතේ
     	        
මේ පාළු කතරේ ඔබ මා හමුවී 
         
යායුතු මග මේ වේ
        	 
අහගන්න මිතුරේ ලෝකය කරළිය වෙනවා
         
මායාවේ නළුවෝ අපී

 
       
         
         
  
		    
නොනිමන්න මිතුරේ පහනේ චායා 
   	     
කිසිදා මේ අත්භවේ
		     
සුදිලේවි හැමදා නාමේ ඔබගේ 
   	     
හිරු සේ ආකාසයේ
         	 
ජය ගන්න මතු දා පැරදුම පැරදිය යුතුවේ
            
මේ ලෝක රඟ මණ්ඩලේ

",ලෝක රඟ මණ්ඩලේ,ලෝකය ,රඟ මඩල,ලෝකය රඟ මඩලක්
119,Jeewana Me Gamana – ජීවන මේ ගමන,A.M.Rajah,A.M. Fig,Duets,යුගල,Ananda Samarakoon,ආනන්ද සමරකෝන්,S Dakshinamurthi,එස් දක්ෂිණමූර්ති,"
			  
         
         
        
      

 
 	     	
ජීවන මේ ගමන සංසාරේ
                    
යවිනම් අන්ධකාරේ නොලැබ ආලෝකේ
                
යා හැකි දෝ සොයා මාර්ගේ
    	       	
ඔබ යයි නම් තනිව අන්ධකාරේ
                 
ඔබට ආලෝකේ දෙන්නෙමි තිර සාරේ
                
දිවි ඇති තෙක් මෙ සංසාරේ


       
         

 
හෝ…හෝහෝ…හොහෝ

  
       
ප්‍රේම ප්‍රදීපේ මහදේ දැල්වුණ මේ
                    
දීප්ති විහිදේ විහිදේ දීප්ති විහිදේ විහිදේ
           
මා ය ඒ විහිදෙන ආලෝකේ
                  
ඔබ ය ප්‍රේම ප්‍රදීපේ… ඔබ ය ප්‍රේම ප්‍රදීපේ

  
    	          	
හද සෝකෙන් බර වූ නෙක වාරේ
                  
එයයි අනු ප්‍රාණේ ඔබේ ප්‍රේම ලෝකේ
                
නැත ඉන් මා මුළා වෙන්නේ
    	        	
ඔබ යයි නම් තනිව අන්ධකාරේ
                   
ඔබට ආලෝකේ දෙන්නෙමි තිර සාරේ
                 
දිවි ඇති තෙක් මෙ සංසාරේ

  
          
ප්‍රේම පහන අපි දල්වාලමූ අද 
                  
ජීවන අඳුර නසන්ටා  ජීවන අඳුර නසන්ටා
            
ජීවනේ රස වෙයි තිර ප්‍රේමේ 
                    
සුන්දර හදකින් පානා   සුන්දර හදකින් පානා

  
           	
ඒ වාගෙයි පහන ආලෝකේ
             
වූයේ සංයෝගේ සදා සංසාරේ
              
වෙන් නොම වී එකාකාරේ
 	    	
ජීවන මේ ගමන සංසාරේ
                  
යවිනම් අන්ධකාරේ නොලැබ ආලෝකේ
               
යා හැකි දෝ සොයා මාර්ගේ

",ප්‍රේම ප්‍රදීපේ,ආදරය,පහන,ආදරය පහනක් වැනිය
120,Kalpana Lowa – කල්පනා ලොව,Abeywardhana Balasooriya,අබේවර්ධන බාලසූරිය,Old Pops,පැරණි පොප්,Ajantha Ranasinghe,අජන්තා රණසිංහ,Premasiri Khemadasa,ප්‍රේමසිරි කේමදාස්,"
— — —
— —
 — —
—  ——



              	 
කල්පනා ලොව මල් වනේ
      
සිහින රජදහනේ
        
ආදරේ…   ආදරේ




— — —
— —
 — —
—  ——

  

                                   
නීල අහසේ තාරකාසේ 
             
ඈ නුවන් දල්වා බලන්නී
      	  
ප්‍රේමයේ මායා දැලින් මා
           
සිත් නුවන් බදවා තබන්නී

  

                                       
මා වටා සහසක් යුගත් පා 
            
ඈ රුවින් පිළිරු මැවිලා
         	  
පාවයයි මුළු ජීවිතේ සුදු
         
මීදුමින් දැවටී එතීලා

",කල්පනා ලොව මල් වනේ,කල්පනා ලොව,මල් වනය,කල්පනා ලොව මල්  වනයක් මෙන් මිහිරියි 
121,Madhura Yame – මධුර යාමේ,Mohan Raj,මොහාන් රාජ්,Duets,යුගල,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,R.Muththusami,ආර්. මුත්තුස්වාමි,"
 

   –  – 
       

              	      
මධුර යාමේ සුවදේ සාමේසිනහ වීලා එන්න රෑ මේ
  	          
ප්‍රේම නදියේ පිහින පීනා – එන්න රෑ මේ හෝ 
                            
තරු සිනා සේ දෙනෙත පොපියයිමසිත පිබිදී සතුට රජවෙයි
  	          
ප්‍රේම නදියේ පිහින පීනා – එන්න රෑ මේ හෝ


      
        

 
	                  
සුසුදු හංසයො විලෙහි සරතී  
   	     	    
රසය ඇති තැන් කොහෙද සොයතී
	               
දෑත විහිදා එන්න අඳුරේ 
         
උන්ව අල්ලා ගන්න මිහිරේ
         	    	         
අතට අතදී හිතට හිත දීරැල්ල විලසේ එන්න පෙරළී
  	          
ප්‍රේම නදියේ පිහින පීනා – එන්න රෑ මේ හෝ

 
	               
සීත සුවදේ හමන පවනේ 
  	  	 
රෝස සුවඳයි ඔබගෙ සෙවණේ
	                   
අඳුන් දෙනුවන රස ගෙනාවේ
   	  	 
සඳුන් සිසිලයි ඔබෙ සිනාවේ
         	   	          
ඈත සඳ ඒ බලනවානේඉන්න හොඳ නෑ යන්න ඕනේ
   	          
ප්‍රේම නදියේ පිහින පීනා – එන්න රෑ මේ හෝ


   

      
       

      
       
       
        
     

      
        
 
       
     
  
       
     
       
     
      
       
       
        

",ප්‍රේම නදියේ,ආදරය,නදිය,ආදරය නදියක් මෙන් ගලබසී
122,Mage Hitha Piree – මගෙ හිත පිරී,Abeywardhana Balasooriya,අබේවර්ධන බාලසූරිය,Duets,යුගල,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Victor Rathnayaka,වික්ටර් රත්නායක,"
   
  
        
       
      


                                 
මගෙ හිත පිරී තිබෙන්නේ ඔබ ගැන සිතිවිල්ලෙන්
                
වෙන කිසිවකු ගැන සිතන්න 
                 
හදවතට ඉඩක් නැහැනේ
                                 
මගෙ නෙත රැඳී තිබෙන්නේ ඔබගේ සඳ මුහුණයි
                
වෙන කිසිවකු හෝ දකින්න
‍                  
දෙනුවනට ඉඩක් නැහැනේ


        
     
       
      
       
    

 
                                  
අප ළං  කරවා කාලය පියඹා ආලය ගැන විමසයි
                            
කවුරුන් වේවා හමු වූ මොහොතේ 
              
මට ඔබ ගැන පවසයි
   

 
                         
කඳුළැල් මැදුරේ හසරැල් නැවතී
               
සෙනෙහස ගැන පවසයි
                            
පීදෙන පියුමන් දළුලන තුරුවැල්
              
මට ඔබ ගැන පවසයි

                   
වසන්තය කියන්නේ ඔබටයි මටයි
   
",කඳුළැල් මැදුරේ,කදුළු,මන්දිරය,කදුළු මන්දිරයක් මෙන් සදාකල් පවතී 
123,Lowe Koyi Katath – ලොවේ කොයි කාටත්,Rohana Siriwardhana,රෝහණ සිරිවර්ධන,Old Pops,පැරණි පොප්,Kithsiri Nimal Shantha,කිටසිරි නිමල් ශාන්ත,Diamond Perera,ඩයමන්ඩ් පෙරේරා,"
    
        



ලොවේ කොයි කාටත් හොරෙන්
              
ලැගුම් ගන්නම් ඇසිල්ලක් මා 
        
ඔබේ සිත් යහනේ 


        
    
 
 
             
නින්ද නොමැතිව හිඳින විට ඔබ
             
කවුළු දොර ළඟ මග බලා
          
සුළං රැල්ලේ එතී එන්නම්
                
මුවැත්තියෙ මා ඔබ සොයා 
   

 
           
සුසුදු කවි ගී සෙමින් මුමුණන
            
ඔබේ තනි නොතනිය මකා
            
ළසඳ කැල්මේ වෙලී එන්නම්
                
මුවැත්තියෙ මා ඔබ සොයා
   
",සිත් යහනේ,සිත,යහන,සිත යහනක් වැනිය
124,Mama Kandulu Binduwak – මම කඳුළු බිංදුවක්,Deepika Priyadarshani,දීපිකා ප්‍රියදර්ශනී,New Pop,නව පොප්,Rathna Sri Wijesinge,රත්න ශ්‍රී විජේසිංහ,Rohana Weerasingha,රෝහණ වීරසිංහ,"

       
      
      
  


           
මම කඳුළු බිංදුවක්
                                 
සීතලට දැනෙන සිත රිදවන කඳුළු බිංදුවක්
        
මම කඳුළු බිංදුවක්


                           
දරු සෙනේහයෙන් මවක නෙතින් ගලා හැලුණ
                         
ප්‍රිය වියෝගයෙන් විරහිනියක ඇසින් මිදුන
                                  
ඒ කඳුළු බිඳක නමක් ගමක් ලියා තියෙනවද 
   

 
                           
රළු පරළු කුරිරු හදක් වෙඬරු වී වැගිරෙන
                            
ගිනි ගැණුනු පෑල මල් දෙකොපුල රෑරා එන
                                     
මට එකතු වෙන්න ඔබේ ඇසෙත් කඳුළු තියෙනවද
   
",මම කඳුළු බිංදුවක්,මම,කඳුළු බිංදුව,මම කදුළු බිංදුවක් වැනිය 
125,Mata Men Ohutada – මට මෙන් ඔහුටද,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Old Pops,පැරණි පොප්,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"  
            


       				      
මට මෙන් ඔහුටද කඳුළ ඔබයි 
                 
කඳුළ ඔබයි හසරැල්ල ඔබයි

 
                            	   
තිදෙනෙකු අතරින් දෙදෙනෙකු එක් වී 
                
ආදර ගඟුලක් පෙරට ඇදේ
                                             
කාටද ඔබෙ අත හිමිවන්නේ 
                  
මා වාගෙම ඔහු විමසන්නේ

 
                          	   
කිසිවෙකු රිදවා හිනැහෙනු බැහැ මට 
                  
එහෙයින් ඔබගෙන් බැහැර යමී
                                            
ඔබටද ඔහුටද සුභ පතමී 
                
ඔබටද ඔහුටද සුභ පතමී

",කඳුළ ඔබයි,ඔබ,කඳුළ,ඔබ කදුළු බින්දුවක් වැනිය 
125,Mata Men Ohutada – මට මෙන් ඔහුටද,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Old Pops,පැරණි පොප්,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"  
            


       				      
මට මෙන් ඔහුටද කඳුළ ඔබයි 
                 
කඳුළ ඔබයි හසරැල්ල ඔබයි

 
                            	   
තිදෙනෙකු අතරින් දෙදෙනෙකු එක් වී 
                
ආදර ගඟුලක් පෙරට ඇදේ
                                             
කාටද ඔබෙ අත හිමිවන්නේ 
                  
මා වාගෙම ඔහු විමසන්නේ

 
                          	   
කිසිවෙකු රිදවා හිනැහෙනු බැහැ මට 
                  
එහෙයින් ඔබගෙන් බැහැර යමී
                                            
ඔබටද ඔහුටද සුභ පතමී 
                
ඔබටද ඔහුටද සුභ පතමී

",හසරැල්ල ඔබයි,ඔබ,සිනහව,ඔබ සිනහවක් වැනිය 
125,Mata Men Ohutada – මට මෙන් ඔහුටද,Milton Mallawarachchi,මිල්ටන් මල්ලවාරච්චි,Old Pops,පැරණි පොප්,K.D.K.Dharmawardhana,කේ.ඩී.කේ.ධර්මවර්ධන,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"  
            


       				      
මට මෙන් ඔහුටද කඳුළ ඔබයි 
                 
කඳුළ ඔබයි හසරැල්ල ඔබයි

 
                            	   
තිදෙනෙකු අතරින් දෙදෙනෙකු එක් වී 
                
ආදර ගඟුලක් පෙරට ඇදේ
                                             
කාටද ඔබෙ අත හිමිවන්නේ 
                  
මා වාගෙම ඔහු විමසන්නේ

 
                          	   
කිසිවෙකු රිදවා හිනැහෙනු බැහැ මට 
                  
එහෙයින් ඔබගෙන් බැහැර යමී
                                            
ඔබටද ඔහුටද සුභ පතමී 
                
ඔබටද ඔහුටද සුභ පතමී

",ආදර ගඟුලක්,ආදරය,ගංගාව,ආදරය ගංගාවක් මෙන් ගලා බසී
126,Me Jeevanaye – මේ ජීවනයේ,H.R.Jothipala,එච්.ආර්.ජෝතිපාල,Classics,සම්භාව්ය,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,P.L.A.Somapala,පී.එල්.ඒ.සෝමපාල,"  
        
          
       


     	       
මේ ජීවනයේ මුළු සංසාරේ 
         	   
උදාරයි උදාරයි උදාරයි ආදරේ
      	           
මහද ගිලෙන්නේ පෙම් සිලිලාරේ 
         	   
උදාරයි උදාරයි උදාරයි ආදරේ

මේ ජීවනයේ
	
  
	 		    
දෑත දෑතේ බැඳ ඈ ළං වී මට පෑව ආදරේ 
     			 
සනසාලු ලාලන තාලේ දිවි තෙක්ම සිහි කෙරේ
	   
ඒ නිල් දෑසේ බැල්මෙන් කැල්මෙන්

මා යන ගමනට දිරි දෙයි

  
	 		
සුවඳ හාදු දුනි සතපාලා යහනාවෙ මා හොවා 
     			   
පින්සාර ඇයගේ තුරුලේ සැනසේ රජුන් පවා
	    
ඒ දරුවෙකුගේ පණ වැනි උත්තම

අම්මාගේ ආදරයයි

",මේ ජීවනයේ මුළු සංසාරේ,ජීවිතය,සංසාරය,ජීවිතයට  සංසාරයක් මෙන් කෙළවරක් නැත
126,Me Jeevanaye – මේ ජීවනයේ,H.R.Jothipala,එච්.ආර්.ජෝතිපාල,Classics,සම්භාව්ය,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,P.L.A.Somapala,පී.එල්.ඒ.සෝමපාල,"  
        
          
       


     	       
මේ ජීවනයේ මුළු සංසාරේ 
         	   
උදාරයි උදාරයි උදාරයි ආදරේ
      	           
මහද ගිලෙන්නේ පෙම් සිලිලාරේ 
         	   
උදාරයි උදාරයි උදාරයි ආදරේ

මේ ජීවනයේ
	
  
	 		    
දෑත දෑතේ බැඳ ඈ ළං වී මට පෑව ආදරේ 
     			 
සනසාලු ලාලන තාලේ දිවි තෙක්ම සිහි කෙරේ
	   
ඒ නිල් දෑසේ බැල්මෙන් කැල්මෙන්

මා යන ගමනට දිරි දෙයි

  
	 		
සුවඳ හාදු දුනි සතපාලා යහනාවෙ මා හොවා 
     			   
පින්සාර ඇයගේ තුරුලේ සැනසේ රජුන් පවා
	    
ඒ දරුවෙකුගේ පණ වැනි උත්තම

අම්මාගේ ආදරයයි

",පෙම් සිලිලාරේ,ප්‍රේමය,සීතල ජලය,ප්‍රේමය නැමති  සීතල ජලය
127,Me Nonimena – මේ නොනිමෙන,H.R.Jothipala,එච්.ආර්.ජෝතිපාල,Classics,සම්භාව්ය,Thissa Dias,තිස්ස ඩයස්,Sarath Wickrama,සරත් වික්‍රම,"
          

 
		 	   
මේ නොනිමෙන දිවි ගමනේ 
   	     
නිවනේ මඟ පෙනෙන තුරා
        	 	 
අම්මේ ඔබෙ පුතෙකු වෙලා 
   	    
මම එන්නම් සසර පුරා


       
   
	
  
   	                 
පියතුම නැති දා ඉඳලා ගියේ නෑ මට තනි කරලා
    	                   
කුසගිනි මට නොම දීලා දුක වේදනාව නිවලා
                     
අම්මේ ඔබ බුදු වේවා මව්ගුණ ගී ගයනෙමි මා

  
   	             
පැටලී ලෝ මායාවෙන් ගලවා මා අවමානෙන්
   	                   
නුවණැස මගෙ පාදාලා දියුණුවෙ මඟ පෙන්නාලා
                  
ලැබුවේ ආශිර්වාදේ දිවි මාවත එළිය වුණේ

 
	     	   
පියතුම නැති දා ඉඳලා 
    	      
ගියේ නෑ මා තනි කරලා
          	 
කුසගිනි මට නොම දීලා 
        
දුක වේදනාව නිවලා
	    	   
අම්මේ ඔබ බුදු වේවා 
   	    
අම්මේ ඔබ බුදු වේවා
",දිවි මාවත,ජීවිතය,පාර,ජීවිතය  පාරක්  වගේ ඇදීගෙන යයි 
128,Me Prathama Wasanthayayi – මේ ප්‍රථම වසන්තයයි,Sanath Nandasiri,සනත් නන්දසිරි,New Pop,නව පොප්,Kularathna Ariyawansa,කුලරත්න ආරියවංශ,Rohana Weerasingha,රෝහණ වීරසිංහ,"    
       
      
       
      
      


             
මේ……ප්‍රථම වසන්තයයි
             
දිවි අරණේ මධු මල් පිපෙනා
              
බිඟු රැව් නැගෙනා
             
මේ……ප්‍රථම වසන්තයයි

      
       
      
   
       

 
                      
තරු මැවෙන තුරා නිදිබර අඹරේ
                    
සඳු නැගෙන තුරා සිටියදි අඳුරේ
                 
ඔබ සුපුන් සඳක් සේ පායා

පහන් රැයක් වී ආවේ
   

 
                   
සිත පවස දරා මිරිඟුව අතරේ
                  
දිය පහස පතා සිටියදි කතරේ
                    
ඔබ සිහිල් දොළක් සේ පාවී

වසන්තයක් වී ආවේ
   
",දිවි අරණේ ,ජීවිතය,කැලය,ජීවිතය කැලයක් 
129,Me Prema Seema – මේ ප්‍රේම සීමා මාලකේ,Lakshman Wijesekara,ලක්ෂ්මන් විජේසේකර,Duets,යුගල,Kumaradasa Saputhanthri,කුමාරදාස් සපුටන්ති,Rohana Weerasingha,රෝහණ වීරසිංහ," 
       
       
    
       
       
    


                  
මේ ප්‍රේම සීමා මාලකේ හමුවී 
             
නෙතු කැන් සලා ලතැවුල් නිවා

කඳුළින් සිනාසෙමු
             
මේ ප්රේම සීමා මාලකේ තනිවී


       
       
        
       
        
   

 
                       
රෑ පාළුවෙ තුන් යාමයේ රැඳුනේ ඔබයි දෑසේ 
           
මේ සිහින ගී නිම වූ පැයෙ
           
හැඩුවෙ මමයි රහසේ
   

 
                       
මේ ජීවිතේ අපි ගිම් නිවා සිටියේ අපේ සෙවනේ 
          
ඒ  මාවතේ රැඳුනේ සදා
           
සුවඳයි අපේ දෙහදේ
   

",මේ ප්‍රේම සීමා මාලකේ,ප්‍රේමය,සීමා මාලකය,ප්‍රේමය උත්තරීතරයි
130,Meena Nuwan Yuga – මීන නුවන් යුග,Senanayaka Weraliyadda,සේනානායක වාර්තාකරු,New Pop,නව පොප්,Kapila Kumara Kalinga,කපිල කුමාර කාලිංග,Senanayaka Weraliyadda,සේනානායක වාර්තාකරු,"මීන නුවන් යුග කඳුළු සදාගෙන
දුරු කතරේ තනි වූ යුවතී
නිදි නැති රෑ   සුසුමන් පවනේ
ගැයු ගී මී බඳුනේ රැඳුනේ
ගැයු ගී මී බඳුනේ රැඳුනේ
බාලේ ඉඳන් පෙම් සිතුවම් ඇඳි
අද වෙන්වී නුඹ හිම පියසේ
කාල වලා නැග එන්නා නබෝ ගැබ
බොඳ වී යයි මුදු වදන් මෙදා
බොඳ වී යයි මුදු වදන් මෙදා
සීත රටේ තනි මලට ලොබින්
ඈත ඉඳන් ආ බමරින්දූ
දෑසේ වෙළී සැඟවෙන්න වගෙයි අද
මාලවිකා මා බාල ලියේ
මාලවිකා මා බාල ලියේ
",මීන නුවන් යුග ,ඇස්,මාලුවා,මාලුවෙක් වගේ ලස්සන ඇස් 
