Song_id,title,Singer_en,Singer_si,Genre_en,Genre_si,Lyricist_en,Lyricist_si,Composer_en,Composer_si,song_lyrics,Metaphor,Source domain,Target domain,Meaning
27,Andara Yaye – අන්දර යායේ,Karunaratna Divulgane,කරුණාරත්න දිවුල්ගනේ,Inspirational,ආශ්වාදජනකයි,Kumara Liyanage,කුමාර ලීනගේ,Rohana Dharmakeerthi,රෝහණ ධර්මකීර්ති," 
       
      
      
   
   


           
අන්දර යායේ වැව්තාවුල්ලේ 
             
සක්මන් කරනා අප්පච්චී
               
දොලේ දියයි මට කෙතේ නිලයි 
                      
ගහ වැලේ මලයි මට අප්පච්චී

 
 
වළාකුලේ දා බිදු තවරා 
               
මහපොළවට මහ වැසි ගෙනෙනා
             
දිවි ගමනේ ඉම කදුමුදුනේ හිද 
                       
පිතු සෙනෙහේ කඳුලැලි සලනා

 
 
තුරු හිස මුදුනේ මල් ඵලදා
               
කැකුළු මුවට ඵල වැල නෙලුවා
             
ඒ දඬු මං බැද සත්කුළු පව් බිද
                   
සිදාදියට යන මං තැනුවා
   

","දොලේ දියයි මට කෙතේ නිලයි 
ගහ වැලේ මලයි මට අප්පච්චී",අප්පච්චී,"දොලේ දිය, කෙතේ නිල,
ගහ වැලේ මල","අප්පච්චී මට දොලේ දියයි මට කෙතේ නිලයි 
ගහ වැලේ මලයි "
28,Andura Ira – අඳුර ඉරා,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,Old Pops,පැරණි පොප්,Kularathna Ariyawansa,කුලරත්න ආරියවංශ,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"  
               
               
                
                


	      
අඳුර ඉරා සඳ නිදි මේලාවේ
                 
පබලු වළා විහිරුනු වේලාවේ
             
අඳුර පුරා අමරස වෑහීලා
                 
බිඳුනු සෙනේ කඳුලැලි පාවීලා

 
	        	
කටුක ලොවේ ඝනදුරු සීමාවේ
	          
සතුට රැඳේ මතු මත් මායාවේ
	         	
මනස නිවේ සැනසෙන හෝරාවේ
	          
දසත නැගී හසරැල්  ගී රාවේ
    
  
	          	
සොඳුරු රැයේ බොඳවුනු චායාවේ
	         
එලිය නිවී ඇගෙ රූ සේයාවේ
	        	
දැහැල බැඳී සිතුවිලි මායාවේ
	         
කැකුලු පිපී මදහස රේඛාවේ
",පබලු වළා,වලාකුළු ,පබලු,වලාකුළු පබලු වැනිය
29,Asata Asuwana – ඇසට අසුවන,Karunaratna Divulgane,කරුණාරත්න දිවුල්ගනේ,New Pop,නව පොප්,Mahinda Dissanayaka,මහින්ද දිසානායක,Gunadasa Kapuge,ගුණදාස කපුගේ," 
       
       
        
        
      


             
ඇසට අසුවන මායිමේ 
                 
බඹර සැණකෙළි මල් විලේ 
                 
ලසෝ ලැව් ගිනි ඇව්ලුනා සිත 
                
ඔබ මගෙන් වෙන් වූ දිනේ 
 

 
            
සියපතක් මත විසුල පිණි කැට 
               
සැඩ සුළං වැද සර සරින් හෙත
            
මගෙන් රිදවුම් දෙවුණු මොහොතක
                 
ඔබේ වත මට නැගෙයි සිහියට
   

 
              
සතර අත පෙති විහිද විකසිත
             
මලේ මල් මී මමණයුරු දැක
           
ඔබේ ලවනත සැදුන මීවිත 
                
මත් කලා මතකයි මගේ සිත
   

",බඹර සැණකෙළි මල් විලේ  ,බඹර සැණකෙළි,මල් විල,බඹර සැණකෙළි මල් විලකි
30,Atha Epita – ඈත එපිට,Sanath Nandasiri,සනත් නන්දසිරි,Classics,සම්භාව්ය,Sunil Sarath Perera,සුනිල් සරත් පෙරේරා,Sanath Nandasiri,සනත් නන්දසිරි,"  
           
    
     
     
  


                  
ඈත එපිට ගම්මානෙන් නැග එන 
    
බටලී හඬ අතරේ 
                  
ඉතාම දුක්බර කවියක් මතුවෙද 
            
ඇය නිදි නොමැති පැලේ 

 
            
මලානිකව හඳ එලිය ගලා එන 
            
අම්බලමක හෙව‍ණේ 
                  
බලා හිඳිමි ඔබ හිඳින විමන් දොර 
            
දැල්වෙන එළිය බඳේ
   

 
            
වේදනාව නෙතු අගට ගලාලා 
             
ඉකිලන නිහඬ රැයේ 
                       
නීල නුවන් තරු කැට බොඳ වෙනවා 
          
කාටත් හොර රහසේ
   
",නීල නුවන් තරු කැට බොඳ වෙනවා,නීල නුවන්,තරු කැට,තරු  කැට මෙන් නිල් පැහැති ඇස්  
31,Athi de athi satiyen – ඇති දේ ඇති සැටියෙන්,Lakshman Wijesekara,ලක්ෂ්මන් විජේසේකර,Classics,සම්භාව්ය,Wasantha Kumara Kobawaka,වසන්ත කුමාර කොබවක,Rohana Weerasingha,රෝහණ වීරසිංහ," 
       
    
    



                          
ඇති දේ ඇති සැටියෙන් ලොව දකින මිනිස්සු 
                      
ලද දේ සිත සතුටින් විඳ වෙසෙන මිනිස්සු
                     
පොළවේ මිහි සයනේ  ගොඩ නැගු මිනිස්සු 
                   
කරුමේ කිම වඳ වෙන හිරු සදිසි මිනිස්සු

 
                        
පොළවේ බිම අහසේ ඉම බෙදන ලෝකයේ 
                      
දහමේ ගුණ පත් ඉරු  තුළ  නිදන යාමයේ 
                    
ඉදහිට හෝ සපැමිණ සිත් සතන් සැනැස්සූ 
                   
කරුමේ කිම වඳවෙන මල් සදිසි මිනිස්සු
   

 
                          
ඉතිරී ගිය ඉසුරින් නෙතු වැසුනු කාලයේ 

දිවියේ දුක විඳිනා දන නොදුටු ලෝකයේ
                      
සෙත් කවි සේ ළඟ සිට සිත් සතන් සැනැස්සු
                   
කරුමේ කිම වඳවෙන සඳු සදිසි මිනිස්සු
   

",පොළවේ මිහි සයනේ,පොළව,මිහි සයන,පොළව මිහි සයනකි
32,Pathum Lowe Muthu – පැතුම් ලොවේ මුතු,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,Old Pops,පැරණි පොප්,Camilas Perera,කැමිලා පෙරේරා,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"
  
	      
        
       
        
       
  


			   
පැතුම් ලොවේ මුතු අමුණා සොඳුරු ජිවිතේ
	                
ආත්මයෙන් ආත්මයට පුදමී ඔබ වෙතේ 

 
	       
ඔබේ සිහින චායාවේ මගේම රුව ඇදුනාවේ
		       
බඹර තුඩින් මතුවෙනවා රුවන් ගීතිකා
		 
ඔබේ දෙතොල් යහනාවේ මගේ ගිමන් නිමුනාවේ
		 	 
අහස් විලේ වළා මැදින් පිපෙන තාරකා

 
	        
ඔබේ සුපෙම් වීණාවේ මගේම ගී වැයුනාවේ
		         
හදේ පැතුම් සිතුම් මතින් එන්න ප්‍රිය ළදේ
		 
ඔබේ කඳුළු යමුනාවේ අසනිය මල් පිපුනාවේ
		 	 
කඳුළු මැදින් සිනා සලා එන්න ප්‍රිය ළදේ

",ඔබේ දෙතොල් යහනාවේ,දෙතොල්,යහන,යහනාවක් වැනි තොල් පෙති
32,Pathum Lowe Muthu – පැතුම් ලොවේ මුතු,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,Old Pops,පැරණි පොප්,Camilas Perera,කැමිලා පෙරේරා,Clarence Wijewardena,ක්ලැරන්ස් විජේවර්ධන,"
  
	      
        
       
        
       
  


			   
පැතුම් ලොවේ මුතු අමුණා සොඳුරු ජිවිතේ
	                
ආත්මයෙන් ආත්මයට පුදමී ඔබ වෙතේ 

 
	       
ඔබේ සිහින චායාවේ මගේම රුව ඇදුනාවේ
		       
බඹර තුඩින් මතුවෙනවා රුවන් ගීතිකා
		 
ඔබේ දෙතොල් යහනාවේ මගේ ගිමන් නිමුනාවේ
		 	 
අහස් විලේ වළා මැදින් පිපෙන තාරකා

 
	        
ඔබේ සුපෙම් වීණාවේ මගේම ගී වැයුනාවේ
		         
හදේ පැතුම් සිතුම් මතින් එන්න ප්‍රිය ළදේ
		 
ඔබේ කඳුළු යමුනාවේ අසනිය මල් පිපුනාවේ
		 	 
කඳුළු මැදින් සිනා සලා එන්න ප්‍රිය ළදේ

",අහස් විලේ,අහස,විල,අහස විලක්
33,Bonda Meedum – බොඳ මීදුම්,Abeywardhana Balasooriya,අබේවර්ධන බාලසූරිය,Duets,යුගල,Ajantha Ranasinghe,අජන්තා රණසිංහ,Sarath Dasanayaka,සරත් දසනායක,"
   ——  —— — — — — ——— ——

   —    — 
     —    —  
         

 
        	           	 
බොඳ මීදුම් කඳුරැල්ලේ සුරංගනා රජ දහනේ
	  
ඔබේ සිනා කඳුළු බිඳක්
                     
හෙටත් වාසනා  හෙටත් වාසනාවන්
                          
සිහින නදී නළ රැල්ලේ පැතුම් රුවන් රන් ඔරුවේ
	 
ඔබේ නිමල නිද්‍රා ගී
                 
මටත් වාසනා  මටත් වාසනාවන්

 

       — 
        
       
       
   — 

  
         	                                       
සිතක තැවුල් සංසිඳිලා මිටියාවත මල් ඉසිලා 
        
මල් වරුසා සුවඳ සමය 
                
මටත් වාසනා මටත් වාසනාවන්
         		          
රෑ සියන්නෙ නොනිමි නාද සැවුල් කොවුල් විහඟ ගීත
                               			    
අපට ඇරැනු හුදකලාව 
                 
මටත් වාසනා හෙටත් වාසනාවන්
 
                          
සිහින නදී නළ රැල්ලේ  පැතුම් රුවන් රන් ඔරුවේ
                            
ඔබේ නිමල නිද්‍රා ගී මටත් වාසනා  මටත් වාසනාවන්

 
       — 
      — 
   —    — 
     —   

  
       	                                         
මාල හතක් පලඳන්නට හීන හතක් එළිවන්නට 
           
දොළොස් මහේ පහන් එළිය 
              
මටත් වාසනා හෙටත් වාසනාවන්
      	             
අනාගතය කිරිළු දරා දෙපාමුලට වඩින තුරා
                             			    
ළවන් පොඟන මියුරැ තෙපුල් 
	        
මටත් වාසනා හෙටත් වාසනාවන්

",මල් වරුසා,වැස්ස,මල් වැස්ස ,මල් වැස්ස 
33,Bonda Meedum – බොඳ මීදුම්,Abeywardhana Balasooriya,අබේවර්ධන බාලසූරිය,Duets,යුගල,Ajantha Ranasinghe,අජන්තා රණසිංහ,Sarath Dasanayaka,සරත් දසනායක,"
   ——  —— — — — — ——— ——

   —    — 
     —    —  
         

 
        	           	 
බොඳ මීදුම් කඳුරැල්ලේ සුරංගනා රජ දහනේ
	  
ඔබේ සිනා කඳුළු බිඳක්
                     
හෙටත් වාසනා  හෙටත් වාසනාවන්
                          
සිහින නදී නළ රැල්ලේ පැතුම් රුවන් රන් ඔරුවේ
	 
ඔබේ නිමල නිද්‍රා ගී
                 
මටත් වාසනා  මටත් වාසනාවන්

 

       — 
        
       
       
   — 

  
         	                                       
සිතක තැවුල් සංසිඳිලා මිටියාවත මල් ඉසිලා 
        
මල් වරුසා සුවඳ සමය 
                
මටත් වාසනා මටත් වාසනාවන්
         		          
රෑ සියන්නෙ නොනිමි නාද සැවුල් කොවුල් විහඟ ගීත
                               			    
අපට ඇරැනු හුදකලාව 
                 
මටත් වාසනා හෙටත් වාසනාවන්
 
                          
සිහින නදී නළ රැල්ලේ  පැතුම් රුවන් රන් ඔරුවේ
                            
ඔබේ නිමල නිද්‍රා ගී මටත් වාසනා  මටත් වාසනාවන්

 
       — 
      — 
   —    — 
     —   

  
       	                                         
මාල හතක් පලඳන්නට හීන හතක් එළිවන්නට 
           
දොළොස් මහේ පහන් එළිය 
              
මටත් වාසනා හෙටත් වාසනාවන්
      	             
අනාගතය කිරිළු දරා දෙපාමුලට වඩින තුරා
                             			    
ළවන් පොඟන මියුරැ තෙපුල් 
	        
මටත් වාසනා හෙටත් වාසනාවන්

",බොඳ මීදුම් කඳුරැල්ලේ ,කඳුරැල්ල ,බොඳ මීදුම,කඳුරැල්ල බොඳ මීදුමක් 
34,Boralu Anena – බොරළු ඇනෙන,Deepika Priyadarshani,දීපිකා ප්‍රියදර්ශනී,New Pop,නව පොප්,Ruchira Paranawitharana,රුචිර දේදුනු,Rohana Weerasingha,රෝහණ වීරසිංහ,"

       
      
     
      



බොරළු ඇනෙන පය රිදවන වෙහෙස මදක් නිවාගන්න
                     
ඔබේ සතුටු මුහුණ අපට ටිකක් හොඳින් බලාගන්න
 
මහත්වරුණි බදුලු ඔයෙන් කිරි කඳුලක් අපිත් ගන්න
                        
කාසි ඇතොත් මේ බෙලිමල් කඳුළු වතුර පොදක් බොන්න

 

කැලේ ගිහින් නිදිවැරුවා
                                  
කැලේ ගිහින් නිදිවැරුවා කැපුන සඳුන් දන්ඩ දනී 
                             
ඒ සඳුනින් හිත තැවරූ සුවඳ පවා සිහින වැනී 

අඳුරට දුක එකතු වෙලා
                                 
අඳුරට දුක එකතු වෙලා නින්ද බිඳුනු පැලට වදී
                              
අපට නැතත් බදුලු ඔයට හෙටත් උදෑසනක් වඩී
   

 

රෑන ගිරව් කටුසු කොබෙයි
                                   
රෑන ගිරව් කටුසු කොබෙයි උරග නාග සපුනි වනේ
                          
නුඹට වගේමයි අපටත් දුක් පීඩා විඩා දැනේ
 
කඳු ඉස්මත්තෙන් පාවී
                                
කඳු ඉස්මත්තෙන් පාවී වැගිරෙන දුන්හිඳ හීනේ
                                 
පුංචි එවුන්ටයි ලස්සන කිරු ගරුඩෙන් කවිය වුනේ
   
",බෙලිමල් කඳුළු,බෙලිමල්,කඳුළු,බෙලිමල් කඳුළු වැනිය
35,Buddhanubhawena – බුද්ධානුභාවේන,Nanda Malani,නන්දා මාලනී,Buddhist songs,බෞද්ධ ගීත,Sunil Ariyarathna,සුනිල් ආරියරත්න,Nanda Malani,නන්දා මාලනී,"
        
        
     
       



බුද්ධානුභාවේන සිත් නෙත් පහන් වී
       
මෙත් මල් පිපීලා මුදිතා ජලාසේ
           
නංවා ප්‍රභා ලොව්තුරා රශ්මි මාලා
	            
හෙළ දෙරණ ජන ජයතු ජය මංගලානී


     
       

  
              
තණ්හා උපාදාන පරිදේව වියැකී
	   
අඥාන අඳුරේ දැල්වී ප්‍රදීපේ
	      	    
හඬවා නුවන් දැල් මංගල්‍ය ප්‍රීතී
	              
හෙළ දෙරණ ජන ජයතු ජය මංගලානී

  
              
භෘංගාවලී රාව ප්‍රතිරාව නංවා
	   
බන්දා ප්‍රශංසා ජය කේතු කේලී
	      	    
දසතින් ගලා ක්ෂීර පායාස ධාරා
	              
හෙළ දෙරණ ජන ජයතු ජය මංගලානී

",මෙත් මල්,මෛත්‍රිය,මල,මෛත්‍රිය මලකි
35,Buddhanubhawena – බුද්ධානුභාවේන,Nanda Malani,නන්දා මාලනී,Buddhist songs,බෞද්ධ ගීත,Sunil Ariyarathna,සුනිල් ආරියරත්න,Nanda Malani,නන්දා මාලනී,"
        
        
     
       



බුද්ධානුභාවේන සිත් නෙත් පහන් වී
       
මෙත් මල් පිපීලා මුදිතා ජලාසේ
           
නංවා ප්‍රභා ලොව්තුරා රශ්මි මාලා
	            
හෙළ දෙරණ ජන ජයතු ජය මංගලානී


     
       

  
              
තණ්හා උපාදාන පරිදේව වියැකී
	   
අඥාන අඳුරේ දැල්වී ප්‍රදීපේ
	      	    
හඬවා නුවන් දැල් මංගල්‍ය ප්‍රීතී
	              
හෙළ දෙරණ ජන ජයතු ජය මංගලානී

  
              
භෘංගාවලී රාව ප්‍රතිරාව නංවා
	   
බන්දා ප්‍රශංසා ජය කේතු කේලී
	      	    
දසතින් ගලා ක්ෂීර පායාස ධාරා
	              
හෙළ දෙරණ ජන ජයතු ජය මංගලානී

",මුදිතා ජලාසේ,මුදිතාව,ජලාශය ,මුදිතාව ජලාශයකි  
36,Budu Karuna – බුදු කරුණා,Nanda Malani,නන්දා මාලනී,Buddhist songs,බෞද්ධ ගීත,Anuradha Senevirathne,අනුරාධ සෙනෙවිරත්න,Nanda Malani,නන්දා මාලනී,"
		   

 



	    
බුදු කරුණා දෑස තෙමී
	        
මෙත් සිහිලැලි ඇද හැලුණා
	    
නිවා තාප ලෝ කතරේ
	     
අමා වතුර ගලා බසී
	    
බුදු කරුණා දෑස තෙමී

 
  	
  

  

කඳු වැටිවල නිසොල්මනේ
	         
ගහ කොළ මල් පිපී නටයි
	     
නැවුම් පොළොව නව නිල්ලේ
        
බුදු සිරිපා පහස ලබයි

 

     

  
	  
කෙළෙස් මලින් උකටලි සිත
	        
නිවා තවන සුවය සොයයි
       
නිසල ඔබේ බුදු රුව ළඟ
        
මගෙ හද භාවනා කරයි

",මෙත් සිහිලැලි,මෛත්‍රිය,සීතල ජල කඳ,මෛත්‍රිය සීතල ජල කඳකි
36,Budu Karuna – බුදු කරුණා,Nanda Malani,නන්දා මාලනී,Buddhist songs,බෞද්ධ ගීත,Anuradha Senevirathne,අනුරාධ සෙනෙවිරත්න,Nanda Malani,නන්දා මාලනී,"
		   

 



	    
බුදු කරුණා දෑස තෙමී
	        
මෙත් සිහිලැලි ඇද හැලුණා
	    
නිවා තාප ලෝ කතරේ
	     
අමා වතුර ගලා බසී
	    
බුදු කරුණා දෑස තෙමී

 
  	
  

  

කඳු වැටිවල නිසොල්මනේ
	         
ගහ කොළ මල් පිපී නටයි
	     
නැවුම් පොළොව නව නිල්ලේ
        
බුදු සිරිපා පහස ලබයි

 

     

  
	  
කෙළෙස් මලින් උකටලි සිත
	        
නිවා තවන සුවය සොයයි
       
නිසල ඔබේ බුදු රුව ළඟ
        
මගෙ හද භාවනා කරයි

",අමා වතුර,අමෘතය,වතුර,අමෘතය නැමැති වතුර 
37,Budu Piyanane – බුදු පියාණනේ,Somathilaka Jayamaha,සෝමතිලක ජයමා,Buddhist songs,බෞද්ධ ගීත,Somathilaka Jayamaha,සෝමතිලක ජයමා,Somathilaka Jayamaha,සෝමතිලක ජයමා,"

  
බුදු පියාණනේ ඔබේ පාද කරනෙමි පිණිපා


        
        
        
       

 
                     
පියෙන් පියට මිහිකත සනහා
                      
බැලූ බැලූ නෙත් සිත් බඳවා
                  
දහම් අමාවෙන් තිලොව තෙමූ
                         
බුදු පියාණනේ     ඔබේ පාද කරනෙමි පිණිපා
   

 
                  
සසර සයුරකට නෞකාවයි
                      
නිමල අමිල නෙත් සිළිලාරයි
                  
ලොවේ අනගි ගුණදම් මුහුදයි
                        
බුදු පියා මගේ   භවේ අඳුර නැසු මිණි පහනයි
   

 
                          
හිමියෙනි ඔබෙ මොක් මග හමුවේ
                            
හැදෙමි බැඳෙමි නැහැවෙමි නිබඳේ
                  
තිලෝ තිලක සම්බුදු සමිඳේ
                         
මම දිවා රැයේ    ගිලී නහමි මියකැන් දහරේ 
   

",සසර සයුරකට,සංසාරය ,සාගරය,සංසාරය සාගරයක්
37,Budu Piyanane – බුදු පියාණනේ,Somathilaka Jayamaha,සෝමතිලක ජයමා,Buddhist songs,බෞද්ධ ගීත,Somathilaka Jayamaha,සෝමතිලක ජයමා,Somathilaka Jayamaha,සෝමතිලක ජයමා,"

  
බුදු පියාණනේ ඔබේ පාද කරනෙමි පිණිපා


        
        
        
       

 
                     
පියෙන් පියට මිහිකත සනහා
                      
බැලූ බැලූ නෙත් සිත් බඳවා
                  
දහම් අමාවෙන් තිලොව තෙමූ
                         
බුදු පියාණනේ     ඔබේ පාද කරනෙමි පිණිපා
   

 
                  
සසර සයුරකට නෞකාවයි
                      
නිමල අමිල නෙත් සිළිලාරයි
                  
ලොවේ අනගි ගුණදම් මුහුදයි
                        
බුදු පියා මගේ   භවේ අඳුර නැසු මිණි පහනයි
   

 
                          
හිමියෙනි ඔබෙ මොක් මග හමුවේ
                            
හැදෙමි බැඳෙමි නැහැවෙමි නිබඳේ
                  
තිලෝ තිලක සම්බුදු සමිඳේ
                         
මම දිවා රැයේ    ගිලී නහමි මියකැන් දහරේ 
   

",නෙත් සිළිලාරයි,ඇස්,සිහිල් ජලය,ඇස්  සිහිල් ජලය වැනිය
38,Daiwayogayakin – දෛවයෝගයකින්,Victor Rathnayaka,වික්ටර් රත්නායක,Classics,සම්භාව්ය,Sunil Ariyarathna,සුනිල් ආරියරත්න,Victor Rathnayaka,වික්ටර් රත්නායක,"
    
    



දෛවයෝගයකින් නොවේදෝ
    
හමුවුණේ අප හමු වුණේ
        
දෛවයේ සරදම් ලබන්නට
               
කිම මෙසේ අප හමුවුණේ 

  
       
     
   

  
           
ඇදුරුතුමියයි ප්‍රේමයේ ඔබ
            
ඇදුරුතුමියයි යෞවනේ
         
ශෝකයේ රුදු වේදනාවේ
            
කඳුළු සයුරේ උල්පතයි

  
              
නඳුන් උයනයි ස්නේහයේ ඔබ
               
සඳුන් සිලිලයි ජීවිතේ
        
සොම්නසේ ආනන්දයේ
              
හසරැල් තරංගේ උල්පතයි

",ඇදුරුතුමියයි ප්‍රේමයේ ඔබ, ඔබ,ප්‍රේමයේ ඇදුරුතුමිය, ඔබ ප්‍රේමයේ ඇදුරුතුමියයි 
38,Daiwayogayakin – දෛවයෝගයකින්,Victor Rathnayaka,වික්ටර් රත්නායක,Classics,සම්භාව්ය,Sunil Ariyarathna,සුනිල් ආරියරත්න,Victor Rathnayaka,වික්ටර් රත්නායක,"
    
    



දෛවයෝගයකින් නොවේදෝ
    
හමුවුණේ අප හමු වුණේ
        
දෛවයේ සරදම් ලබන්නට
               
කිම මෙසේ අප හමුවුණේ 

  
       
     
   

  
           
ඇදුරුතුමියයි ප්‍රේමයේ ඔබ
            
ඇදුරුතුමියයි යෞවනේ
         
ශෝකයේ රුදු වේදනාවේ
            
කඳුළු සයුරේ උල්පතයි

  
              
නඳුන් උයනයි ස්නේහයේ ඔබ
               
සඳුන් සිලිලයි ජීවිතේ
        
සොම්නසේ ආනන්දයේ
              
හසරැල් තරංගේ උල්පතයි

",සඳුන් සිලිලයි ජීවිතේ,ජීවිතය,සඳේ සිසිල,ජීවිතය සඳේ සිසිල වැනිය
39,Dakina Dasune – දකින දසුනේ,H.R.Jothipala,එච්.ආර්.ජෝතිපාල,Movie Songs,චිත්රපට ගීත,Karunarathna Abeysekara,කරුණාරත්න අබේසේකර,T F Latif,ටී එෆ් ලතීෆ්,"
			    
              
         


								
දකින දසුනේ දෙනෙත ඇඳුනේ 
              
සොඳුරු ඔබෙ රුව වේ
            			      
පවනෙ ඇසුනේ සවන රැඳුනේ 
             
ඔබගෙ කට හඬ වේ
         
ඔබගෙ කට හඬ වේ


			    
            
           
        

  

මහද විමනේ කැකුළු යහනේ 
         
ඔබයි සැතපෙන්නේ
              				    
සිතන සිතුමේ පතන පැතුමේ 
            
ඔබයි හිනැහෙන්නේ
	    
ඔබයි හිනැහෙන්නේ 

  

දෙපස ගංගා දෙකකි එක්වී 
         
එක තැනට ආවේ
             				    
එකම ඒ ගං ජලය මුසුවී 
         
සයුර තුළ පාවේ
	  
සයුර තුළ පාවේ

",මහද විමනේ,මගේ හදවත,මාළිගාව,මගේ හදවත මාළිගාවකි
40,Dasa Bimbara Mara- දස බිම්බර මාර,Somathilaka Jayamaha,සෝමතිලක ජයමා,Buddhist songs,බෞද්ධ ගීත,Somathilaka Jayamaha,සෝමතිලක ජයමා,Somathilaka Jayamaha,සෝමතිලක ජයමා,"
        

                                
දස බිම්බර මාර සෙනග තණ්හා රති රගා සමග
                    
පළවා හල වීතරාගි බුදුන් වඩිනවා
                  
හද වෙත බුදුන් වඩිනවා 

 				
        

 
           
සංසාරේ තෙර දකින්න 
             
බලාපොරොත්තුවෙ ඔරුවෙන් 
                 
ගමන් වැඩිය අන්ගී රස 
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

 
              
සවණක් බුදු රැස් විහිදා
            
කරුණාවේ මුදු බැල්මෙන් 
                    
මුළු දියතෙහි සිසිල මවා
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

 
                 
මෙත් ගඟුලේ සෙනෙහෙ ගඟේ
            
බුදු ගුණ ගී තරඟ නැගේ 
                
සාදු සාදු සාදු සාදු
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

",මෙත් ගඟුලේ,මෛත්‍රිය,ගංගාව,මෛත්‍රිය නැමති ගංගාව
40,Dasa Bimbara Mara- දස බිම්බර මාර,Somathilaka Jayamaha,සෝමතිලක ජයමා,Buddhist songs,බෞද්ධ ගීත,Somathilaka Jayamaha,සෝමතිලක ජයමා,Somathilaka Jayamaha,සෝමතිලක ජයමා,"
        

                                
දස බිම්බර මාර සෙනග තණ්හා රති රගා සමග
                    
පළවා හල වීතරාගි බුදුන් වඩිනවා
                  
හද වෙත බුදුන් වඩිනවා 

 				
        

 
           
සංසාරේ තෙර දකින්න 
             
බලාපොරොත්තුවෙ ඔරුවෙන් 
                 
ගමන් වැඩිය අන්ගී රස 
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

 
              
සවණක් බුදු රැස් විහිදා
            
කරුණාවේ මුදු බැල්මෙන් 
                    
මුළු දියතෙහි සිසිල මවා
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

 
                 
මෙත් ගඟුලේ සෙනෙහෙ ගඟේ
            
බුදු ගුණ ගී තරඟ නැගේ 
                
සාදු සාදු සාදු සාදු
                              
බුදුන් වඩිනවා හද වෙත බුදුන් වඩිනවා
   

",සෙනෙහෙ ගඟේ,සෙනෙහස,ගංගාව,සෙනෙහස නැමති ගංගාව
41,Dasama Riddana – දෑසම රිද්දන,Nelu Adhikari,නෙලූ නිලධාරියා,Current Songs,වත්මන් ගීත,Ajantha Ranasinghe,අජන්තා රණසිංහ,Rookantha Gunathilaka,රූකාන්ත ගුණතිලක,"දෑසම රිද්දන හසගන තාලෙට පාද නගාගෙන කවුද හැබෑටම 
මේ යන රන් ළන්ඳා
කිව්වානාහන මේ මගෙ දෑසම ඇසිපිය නොහෙළනවා
මේ හැටි ලස්සන රූ වරුනාවට ඉබේම නැවතුනු හිටි පාදෙම
ඔය කී රූ වරුණා   
මා ගැන නම් මේ අහන්න ආසයි ආයෙම මයෙ වරුණා   
  				
මල් පෙති වාගේ පාද රිදෙද්දෝ බොරළු ප‍යේ ඇනිලා
මා‍ ගැන මන්දෝ මේ අනුකම්පා හිතට දුකක් දැනිලා
ආලේ කුසුමෙන් මා හිත පිපිලා සුවඳ හදේ රැඳිලා
පේරද නාරං බෝවිටියා දං අපට කඩා දෙයිදෝ
බුරුතු පිටින් මේ වාරේ අවාරේ නෙලාන ඉන්නම් දෝ
මේ ගුරු පා‍රේ මේ නෙතු ආයේ හෙටත් සිනා සෙයිදෝ 
",ආලේ කුසුමෙන්,ආදරය,මල,ආදරය මලකි
42,Dase Mal Vile – දෑසේ මල් විලේ,Malani Bulathsinhala,මාලනී බුල්තසිංහල,Duets,යුගල,Kularathna Ariyawansa,කුලරත්න ආරියවංශ,Sarath De Alwis,සාරා ද අල්විස්," 

      
       
     
       
       
   


                     
දෑසේ මල් විලේ ආශා රොන් සැළේ
                      
වෑහී ආදරේ චේතනා නෙත් දැලේ
                    
ආශා විල් තෙරේ පායා රන් සඳේ
                     
ඡායා පායලා මේ සැඳෑ යාමයේ
                     
දෑසේ මල් විලේ ආශා රොන් සැළේ

 
                         
සන්සුන් නදී තෙරේ මේ මල් විමානයේ
                  
ආරාධනා රැව්දෙනා යාමයේ
            
ආදරෙන් ළංවෙමු
   

 
                         
නිල්වන් වලා තළේ ඈතින් එහා ලොවේ
                   
ගී ගායනා විසිරෙනා මේ රැයේ
              
ආදරෙන් හිනැහෙමු

                       
හා හා හා හ හා හා හා හා හා හා
   
",දෑසේ මල් විලේ,ඇස් ,මල් විල,ඇස් මල් විලක් 
